Index,TimeTag,Alias,ARINC429
6319,0d:5h:09m:37.988 589s,Set Magnetic Heading,0x825C0023
6320,0d:5h:09m:37.991 469s,Body Pitch Acceleration,0x1FFCE02A
6321,0d:5h:09m:37.994 349s,Body Roll Acceleration,0x8003002B
6322,0d:5h:09m:37.997 229s,Body Yaw Acceleration,0x0000602C
6323,0d:5h:09m:38.000 109s,Altitude Rate,0x9DE6008A
6324,0d:5h:09m:38.005 869s,Integrated Vertical Acceleration,0x82F84CB5
6325,0d:5h:09m:38.008 749s,Present Position - Latitude,0x1B05FC8
6326,0d:5h:09m:38.011 629s,Present Position - Longitude,0x8ED82FC9
6327,0d:5h:09m:38.014 509s,Ground Speed,0x807020CA
6328,0d:5h:09m:38.017 389s,Pitch Angle,0x04CFC0D4
6329,0d:5h:09m:38.020 269s,Roll Angle,0x009E40D5
6330,0d:5h:09m:38.023 149s,Body Pitch Rate,0x9FF280D6
6331,0d:5h:09m:38.026 029s,Body Roll Rate,0x1FF880D7
6332,0d:5h:09m:38.028 909s,Body Yaw Rate,0x000200D8
6333,0d:5h:09m:38.031 789s,Body Longitudinal Acceleration,0x8DF300D9
6334,0d:5h:09m:38.034 669s,Body Lateral Acceleration,0x980E00DA
6335,0d:5h:09m:38.037 549s,Body Normal Acceleration,0x1E1300DB
6336,0d:5h:09m:38.040 429s,Altitude (Inertial),0x804D34F1
6337,0d:5h:09m:38.043 309s,Vertical Acceleration,0x9E1300F4
6338,0d:5h:09m:38.046 189s,Inertial Vertical Velocity (EFI),0x9DE620F5
6339,0d:5h:09m:38.049 069s,g,0x1F4300F8
6340,0d:5h:09m:38.085 709s,Magnetic Heading,0x8A21000C
6341,0d:5h:09m:38.088 589s,Set Magnetic Heading,0x825C0023
6342,0d:5h:09m:38.091 469s,Body Pitch Acceleration,0x9FFBE02A
6343,0d:5h:09m:38.094 349s,Body Roll Acceleration,0x0003402B
6344,0d:5h:09m:38.097 229s,Body Yaw Acceleration,0x8000402C
6345,0d:5h:09m:38.100 109s,Altitude Rate,0x9DD0008A
6346,0d:5h:09m:38.105 869s,Integrated Vertical Acceleration,0x02FFF2B5
6347,0d:5h:09m:38.108 749s,Present Position - Latitude,0x1B05FC8
6348,0d:5h:09m:38.111 629s,Present Position - Longitude,0x8ED82FC9
6349,0d:5h:09m:38.114 509s,Ground Speed,0x807100CA
6350,0d:5h:09m:38.117 389s,Pitch Angle,0x84FBC0D4
6351,0d:5h:09m:38.120 269s,Roll Angle,0x80DD80D5
6352,0d:5h:09m:38.123 149s,Body Pitch Rate,0x9FF280D6
6353,0d:5h:09m:38.126 029s,Body Roll Rate,0x1FF900D7
6354,0d:5h:09m:38.128 909s,Body Yaw Rate,0x000200D8
6355,0d:5h:09m:38.131 789s,Body Longitudinal Acceleration,0x0ED300D9
6356,0d:5h:09m:38.134 669s,Body Lateral Acceleration,0x185600DA
6357,0d:5h:09m:38.137 549s,Body Normal Acceleration,0x80ED00DB
6358,0d:5h:09m:38.140 429s,Altitude (Inertial),0x004CC7F1
6359,0d:5h:09m:38.143 309s,Vertical Acceleration,0x00ED00F4
6360,0d:5h:09m:38.146 189s,Inertial Vertical Velocity (EFI),0x1DC540F5
6361,0d:5h:09m:38.149 069s,g,0x9F4200F8
6362,0d:5h:09m:38.185 709s,Magnetic Heading,0x8A25400C
6363,0d:5h:09m:38.188 589s,Set Magnetic Heading,0x825C0023
6364,0d:5h:09m:38.191 469s,Body Pitch Acceleration,0x9FFB202A
6365,0d:5h:09m:38.194 349s,Body Roll Acceleration,0x0003802B
6366,0d:5h:09m:38.197 229s,Body Yaw Acceleration,0x8000402C
6367,0d:5h:09m:38.200 109s,Altitude Rate,0x9DBA008A
6368,0d:5h:09m:38.205 869s,Integrated Vertical Acceleration,0x030794B5
6369,0d:5h:09m:38.208 749s,Present Position - Latitude,0x1B05FC8
6370,0d:5h:09m:38.211 629s,Present Position - Longitude,0x8ED82FC9
6371,0d:5h:09m:38.214 509s,Ground Speed,0x8071C0CA
6372,0d:5h:09m:38.217 389s,Pitch Angle,0x052600D4
6373,0d:5h:09m:38.220 269s,Roll Angle,0x80F400D5
6374,0d:5h:09m:38.223 149s,Body Pitch Rate,0x1FF200D6
6375,0d:5h:09m:38.226 029s,Body Roll Rate,0x1FF900D7
6376,0d:5h:09m:38.228 909s,Body Yaw Rate,0x000200D8
6377,0d:5h:09m:38.231 789s,Body Longitudinal Acceleration,0x8F1C00D9
6378,0d:5h:09m:38.234 669s,Body Lateral Acceleration,0x185600DA
6379,0d:5h:09m:38.237 549s,Body Normal Acceleration,0x81E500DB
6380,0d:5h:09m:38.240 429s,Altitude (Inertial),0x804C48F1
6381,0d:5h:09m:38.243 309s,Vertical Acceleration,0x032700F4
6382,0d:5h:09m:38.246 189s,Inertial Vertical Velocity (EFI),0x1D9F20F5
6383,0d:5h:09m:38.249 069s,g,0x9F4700F8
6384,0d:5h:09m:38.285 709s,Magnetic Heading,0x0A44400C
6385,0d:5h:09m:38.288 589s,Set Magnetic Heading,0x825C0023
6386,0d:5h:09m:38.291 469s,Body Pitch Acceleration,0x9FF9A02A
6387,0d:5h:09m:38.294 349s,Body Roll Acceleration,0x8002202B
6388,0d:5h:09m:38.297 229s,Body Yaw Acceleration,0x8000E02C
6389,0d:5h:09m:38.300 109s,Altitude Rate,0x9D92008A
6390,0d:5h:09m:38.305 869s,Integrated Vertical Acceleration,0x830FDFB5
6391,0d:5h:09m:38.308 749s,Present Position - Latitude,0x1B05FC8
6392,0d:5h:09m:38.311 629s,Present Position - Longitude,0x8ED82FC9
6393,0d:5h:09m:38.314 509s,Ground Speed,0x8072C0CA
6394,0d:5h:09m:38.317 389s,Pitch Angle,0x8572C0D4
6395,0d:5h:09m:38.320 269s,Roll Angle,0x814D00D5
6396,0d:5h:09m:38.323 149s,Body Pitch Rate,0x9FF180D6
6397,0d:5h:09m:38.326 029s,Body Roll Rate,0x1FF900D7
6398,0d:5h:09m:38.328 909s,Body Yaw Rate,0x000200D8
6399,0d:5h:09m:38.331 789s,Body Longitudinal Acceleration,0x8F4C00D9
6400,0d:5h:09m:38.334 669s,Body Lateral Acceleration,0x978F00DA
6401,0d:5h:09m:38.337 549s,Body Normal Acceleration,0x03F800DB
6402,0d:5h:09m:38.340 429s,Altitude (Inertial),0x804C1BF1
6403,0d:5h:09m:38.343 309s,Vertical Acceleration,0x83F800F4
6404,0d:5h:09m:38.346 189s,Inertial Vertical Velocity (EFI),0x1D91A0F5
6405,0d:5h:09m:38.349 069s,g,0x9F4700F8
6406,0d:5h:09m:38.385 709s,Magnetic Heading,0x0A4A000C
6407,0d:5h:09m:38.388 589s,Set Magnetic Heading,0x825C0023
6408,0d:5h:09m:38.391 469s,Body Pitch Acceleration,0x1FF8002A
6409,0d:5h:09m:38.394 349s,Body Roll Acceleration,0x8000C02B
6410,0d:5h:09m:38.397 229s,Body Yaw Acceleration,0x0001402C
6411,0d:5h:09m:38.400 109s,Altitude Rate,0x9D86008A
6412,0d:5h:09m:38.405 869s,Integrated Vertical Acceleration,0x031045B5
6413,0d:5h:09m:38.408 749s,Present Position - Latitude,0x1B05FC8
6414,0d:5h:09m:38.411 629s,Present Position - Longitude,0x8ED82FC9
6415,0d:5h:09m:38.414 509s,Ground Speed,0x0073A0CA
6416,0d:5h:09m:38.417 389s,Pitch Angle,0x8587C0D4
6417,0d:5h:09m:38.420 269s,Roll Angle,0x81A880D5
6418,0d:5h:09m:38.423 149s,Body Pitch Rate,0x9FF180D6
6419,0d:5h:09m:38.426 029s,Body Roll Rate,0x1FF900D7
6420,0d:5h:09m:38.428 909s,Body Yaw Rate,0x000200D8
6421,0d:5h:09m:38.431 789s,Body Longitudinal Acceleration,0x8EA500D9
6422,0d:5h:09m:38.434 669s,Body Lateral Acceleration,0x978A00DA
6423,0d:5h:09m:38.437 549s,Body Normal Acceleration,0x041D00DB
6424,0d:5h:09m:38.440 429s,Altitude (Inertial),0x804BA2F1
6425,0d:5h:09m:38.443 309s,Vertical Acceleration,0x841D00F4
6426,0d:5h:09m:38.446 189s,Inertial Vertical Velocity (EFI),0x1D6EA0F5
6427,0d:5h:09m:38.449 069s,g,0x1F5700F8
6428,0d:5h:09m:38.485 709s,Magnetic Heading,0x8A5CC00C
6429,0d:5h:09m:38.488 589s,Set Magnetic Heading,0x825C0023
6430,0d:5h:09m:38.491 469s,Body Pitch Acceleration,0x1FFAE02A
6431,0d:5h:09m:38.494 349s,Body Roll Acceleration,0x8000002B
6432,0d:5h:09m:38.497 229s,Body Yaw Acceleration,0x8002002C
6433,0d:5h:09m:38.500 109s,Altitude Rate,0x9D58008A
6434,0d:5h:09m:38.505 869s,Integrated Vertical Acceleration,0x831173B5
6435,0d:5h:09m:38.508 749s,Present Position - Latitude,0x1B05FC8
6436,0d:5h:09m:38.511 629s,Present Position - Longitude,0x8ED82FC9
6437,0d:5h:09m:38.514 509s,Ground Speed,0x807540CA
6438,0d:5h:09m:38.517 389s,Pitch Angle,0x05DF00D4
6439,0d:5h:09m:38.520 269s,Roll Angle,0x01F040D5
6440,0d:5h:09m:38.523 149s,Body Pitch Rate,0x1FF100D6
6441,0d:5h:09m:38.526 029s,Body Roll Rate,0x1FF900D7
6442,0d:5h:09m:38.528 909s,Body Yaw Rate,0x000200D8
6443,0d:5h:09m:38.531 789s,Body Longitudinal Acceleration,0x0E2300D9
6444,0d:5h:09m:38.534 669s,Body Lateral Acceleration,0x97CB00DA
6445,0d:5h:09m:38.537 549s,Body Normal Acceleration,0x845D00DB
6446,0d:5h:09m:38.540 429s,Altitude (Inertial),0x804B26F1
6447,0d:5h:09m:38.543 309s,Vertical Acceleration,0x045D00F4
6448,0d:5h:09m:38.546 189s,Inertial Vertical Velocity (EFI),0x1D4B80F5
6449,0d:5h:09m:38.549 069s,g,0x1F6100F8
6450,0d:5h:09m:38.585 709s,Magnetic Heading,0x8A61800C
6451,0d:5h:09m:38.588 589s,Set Magnetic Heading,0x825C0023
6452,0d:5h:09m:38.591 469s,Body Pitch Acceleration,0x1FFBC02A
6453,0d:5h:09m:38.594 349s,Body Roll Acceleration,0x8000002B
6454,0d:5h:09m:38.597 229s,Body Yaw Acceleration,0x0001E02C
6455,0d:5h:09m:38.600 109s,Altitude Rate,0x9D32008A
6456,0d:5h:09m:38.605 869s,Integrated Vertical Acceleration,0x031759B5
6457,0d:5h:09m:38.608 749s,Present Position - Latitude,0x1B05FC8
6458,0d:5h:09m:38.611 629s,Present Position - Longitude,0x8ED82FC9
6459,0d:5h:09m:38.614 509s,Ground Speed,0x807620CA
6460,0d:5h:09m:38.617 389s,Pitch Angle,0x061F00D4
6461,0d:5h:09m:38.620 269s,Roll Angle,0x0276C0D5
6462,0d:5h:09m:38.623 149s,Body Pitch Rate,0x1FF100D6
6463,0d:5h:09m:38.626 029s,Body Roll Rate,0x1FF900D7
6464,0d:5h:09m:38.628 909s,Body Yaw Rate,0x800280D8
6465,0d:5h:09m:38.631 789s,Body Longitudinal Acceleration,0x0DB000D9
6466,0d:5h:09m:38.634 669s,Body Lateral Acceleration,0x17AC00DA
6467,0d:5h:09m:38.637 549s,Body Normal Acceleration,0x05D600DB
6468,0d:5h:09m:38.640 429s,Altitude (Inertial),0x804ACCF1
6469,0d:5h:09m:38.643 309s,Vertical Acceleration,0x85D600F4
6470,0d:5h:09m:38.646 189s,Inertial Vertical Velocity (EFI),0x9D3240F5
6471,0d:5h:09m:38.649 069s,g,0x1F6980F8
6472,0d:5h:09m:38.685 709s,Magnetic Heading,0x8C10400C
6473,0d:5h:09m:38.688 589s,Set Magnetic Heading,0x825C0023
6474,0d:5h:09m:38.691 469s,Body Pitch Acceleration,0x1FFF202A
6475,0d:5h:09m:38.694 349s,Body Roll Acceleration,0x0002602B
6476,0d:5h:09m:38.697 229s,Body Yaw Acceleration,0x0001202C
6477,0d:5h:09m:38.700 109s,Altitude Rate,0x9D26008A
6478,0d:5h:09m:38.705 869s,Integrated Vertical Acceleration,0x83171CB5
6479,0d:5h:09m:38.708 749s,Present Position - Latitude,0x1B05FC8
6480,0d:5h:09m:38.711 629s,Present Position - Longitude,0x8ED82FC9
6481,0d:5h:09m:38.714 509s,Ground Speed,0x807700CA
6482,0d:5h:09m:38.717 389s,Pitch Angle,0x863440D4
6483,0d:5h:09m:38.720 269s,Roll Angle,0x831D80D5
6484,0d:5h:09m:38.723 149s,Body Pitch Rate,0x1FF100D6
6485,0d:5h:09m:38.726 029s,Body Roll Rate,0x9FF980D7
6486,0d:5h:09m:38.728 909s,Body Yaw Rate,0x800280D8
6487,0d:5h:09m:38.731 789s,Body Longitudinal Acceleration,0x8CA200D9
6488,0d:5h:09m:38.734 669s,Body Lateral Acceleration,0x977F00DA
6489,0d:5h:09m:38.737 549s,Body Normal Acceleration,0x058000DB
6490,0d:5h:09m:38.740 429s,Altitude (Inertial),0x804A47F1
6491,0d:5h:09m:38.743 309s,Vertical Acceleration,0x858000F4
6492,0d:5h:09m:38.746 189s,Inertial Vertical Velocity (EFI),0x9D19E0F5
6493,0d:5h:09m:38.749 069s,g,0x1F8280F8
6494,0d:5h:09m:38.785 709s,Magnetic Heading,0x8C41C00C
6495,0d:5h:09m:38.788 589s,Set Magnetic Heading,0x825C0023
6496,0d:5h:09m:38.791 469s,Body Pitch Acceleration,0x0002202A
6497,0d:5h:09m:38.794 349s,Body Roll Acceleration,0x8008402B
6498,0d:5h:09m:38.797 229s,Body Yaw Acceleration,0x0000602C
6499,0d:5h:09m:38.800 109s,Altitude Rate,0x9D02008A
6500,0d:5h:09m:38.805 869s,Integrated Vertical Acceleration,0x8318ADB5
6501,0d:5h:09m:38.808 749s,Present Position - Latitude,0x1B05FC8
6502,0d:5h:09m:38.811 629s,Present Position - Longitude,0x8ED82FC9
6503,0d:5h:09m:38.814 509s,Ground Speed,0x8077C0CA
6504,0d:5h:09m:38.817 389s,Pitch Angle,0x866A00D4
6505,0d:5h:09m:38.820 269s,Roll Angle,0x035C00D5
6506,0d:5h:09m:38.823 149s,Body Pitch Rate,0x1FF100D6
6507,0d:5h:09m:38.826 029s,Body Roll Rate,0x9FF980D7
6508,0d:5h:09m:38.828 909s,Body Yaw Rate,0x800280D8
6509,0d:5h:09m:38.831 789s,Body Longitudinal Acceleration,0x0C0C00D9
6510,0d:5h:09m:38.834 669s,Body Lateral Acceleration,0x97EA00DA
6511,0d:5h:09m:38.837 549s,Body Normal Acceleration,0x862B00DB
6512,0d:5h:09m:38.840 429s,Altitude (Inertial),0x8049BEF1
6513,0d:5h:09m:38.843 309s,Vertical Acceleration,0x885A00F4
6514,0d:5h:09m:38.846 189s,Inertial Vertical Velocity (EFI),0x1CE980F5
6515,0d:5h:09m:38.849 069s,g,0x9F8C80F8
6516,0d:5h:09m:38.885 709s,Magnetic Heading,0x0C58C00C
6517,0d:5h:09m:38.888 589s,Set Magnetic Heading,0x825C0023
6518,0d:5h:09m:38.891 469s,Body Pitch Acceleration,0x0005002A
6519,0d:5h:09m:38.894 349s,Body Roll Acceleration,0x0009E02B
6520,0d:5h:09m:38.897 229s,Body Yaw Acceleration,0x8000E02C
6521,0d:5h:09m:38.900 109s,Altitude Rate,0x9CDE008A
6522,0d:5h:09m:38.905 869s,Integrated Vertical Acceleration,0x03269EB5
6523,0d:5h:09m:38.908 749s,Present Position - Latitude,0x1B05FC8
6524,0d:5h:09m:38.911 629s,Present Position - Longitude,0x8ED82FC9
6525,0d:5h:09m:38.914 509s,Ground Speed,0x007960CA
6526,0d:5h:09m:38.917 389s,Pitch Angle,0x869840D4
6527,0d:5h:09m:38.920 269s,Roll Angle,0x8439C0D5
6528,0d:5h:09m:38.923 149s,Body Pitch Rate,0x1FF100D6
6529,0d:5h:09m:38.926 029s,Body Roll Rate,0x1FFA00D7
6530,0d:5h:09m:38.928 909s,Body Yaw Rate,0x800280D8
6531,0d:5h:09m:38.931 789s,Body Longitudinal Acceleration,0x8D5500D9
6532,0d:5h:09m:38.934 669s,Body Lateral Acceleration,0x985700DA
6533,0d:5h:09m:38.937 549s,Body Normal Acceleration,0x09A800DB
6534,0d:5h:09m:38.940 429s,Altitude (Inertial),0x00498FF1
6535,0d:5h:09m:38.943 309s,Vertical Acceleration,0x89A800F4
6536,0d:5h:09m:38.946 189s,Inertial Vertical Velocity (EFI),0x9CDD40F5
6537,0d:5h:09m:38.949 069s,g,0x9F9000F8
6538,0d:5h:09m:38.985 709s,Magnetic Heading,0x8C8A400C
6539,0d:5h:09m:38.988 589s,Set Magnetic Heading,0x825C0023
6540,0d:5h:09m:38.991 469s,Body Pitch Acceleration,0x0008802A
6541,0d:5h:09m:38.994 349s,Body Roll Acceleration,0x8009C02B
6542,0d:5h:09m:38.997 229s,Body Yaw Acceleration,0x8001002C
6543,0d:5h:09m:39.000 109s,Altitude Rate,0x1CD0008A
6544,0d:5h:09m:39.005 869s,Integrated Vertical Acceleration,0x032B55B5
6545,0d:5h:09m:39.008 749s,Present Position - Latitude,0x1B05FC8
6546,0d:5h:09m:39.011 629s,Present Position - Longitude,0x8ED82FC9
6547,0d:5h:09m:39.014 509s,Ground Speed,0x007960CA
6548,0d:5h:09m:39.017 389s,Pitch Angle,0x86A500D4
6549,0d:5h:09m:39.020 269s,Roll Angle,0x854500D5
6550,0d:5h:09m:39.023 149s,Body Pitch Rate,0x9FF180D6
6551,0d:5h:09m:39.026 029s,Body Roll Rate,0x9FFA80D7
6552,0d:5h:09m:39.028 909s,Body Yaw Rate,0x800280D8
6553,0d:5h:09m:39.031 789s,Body Longitudinal Acceleration,0x0F3300D9
6554,0d:5h:09m:39.034 669s,Body Lateral Acceleration,0x984000DA
6555,0d:5h:09m:39.037 549s,Body Normal Acceleration,0x0DE100DB
6556,0d:5h:09m:39.040 429s,Altitude (Inertial),0x8048FEF1
6557,0d:5h:09m:39.043 309s,Vertical Acceleration,0x8DE100F4
6558,0d:5h:09m:39.046 189s,Inertial Vertical Velocity (EFI),0x9CB820F5
6559,0d:5h:09m:39.049 069s,g,0x9F9480F8
6560,0d:5h:09m:39.085 709s,Magnetic Heading,0x8CE1000C
6561,0d:5h:09m:39.088 589s,Set Magnetic Heading,0x825C0023
6562,0d:5h:09m:39.091 469s,Body Pitch Acceleration,0x000CA02A
6563,0d:5h:09m:39.094 349s,Body Roll Acceleration,0x0008002B
6564,0d:5h:09m:39.097 229s,Body Yaw Acceleration,0x0000C02C
6565,0d:5h:09m:39.100 109s,Altitude Rate,0x9CA0008A
6566,0d:5h:09m:39.105 869s,Integrated Vertical Acceleration,0x8345B4B5
6567,0d:5h:09m:39.108 749s,Present Position - Latitude,0x1B05FC8
6568,0d:5h:09m:39.111 629s,Present Position - Longitude,0x8ED82FC9
6569,0d:5h:09m:39.114 509s,Ground Speed,0x807AE0CA
6570,0d:5h:09m:39.117 389s,Pitch Angle,0x86C6C0D4
6571,0d:5h:09m:39.120 269s,Roll Angle,0x860680D5
6572,0d:5h:09m:39.123 149s,Body Pitch Rate,0x1FF200D6
6573,0d:5h:09m:39.126 029s,Body Roll Rate,0x9FFB00D7
6574,0d:5h:09m:39.128 909s,Body Yaw Rate,0x800280D8
6575,0d:5h:09m:39.131 789s,Body Longitudinal Acceleration,0x90AC00D9
6576,0d:5h:09m:39.134 669s,Body Lateral Acceleration,0x982600DA
6577,0d:5h:09m:39.137 549s,Body Normal Acceleration,0x116D00DB
6578,0d:5h:09m:39.140 429s,Altitude (Inertial),0x80486BF1
6579,0d:5h:09m:39.143 309s,Vertical Acceleration,0x137900F4
6580,0d:5h:09m:39.146 189s,Inertial Vertical Velocity (EFI),0x1C93A0F5
6581,0d:5h:09m:39.149 069s,g,0x9F9C00F8
6582,0d:5h:09m:39.185 709s,Magnetic Heading,0x8D09400C
6583,0d:5h:09m:39.188 589s,Set Magnetic Heading,0x825C0023
6584,0d:5h:09m:39.191 469s,Body Pitch Acceleration,0x000D202A
6585,0d:5h:09m:39.194 349s,Body Roll Acceleration,0x8008202B
6586,0d:5h:09m:39.197 229s,Body Yaw Acceleration,0x0000A02C
6587,0d:5h:09m:39.200 109s,Altitude Rate,0x1C7A008A
6588,0d:5h:09m:39.205 869s,Integrated Vertical Acceleration,0x835FC1B5
6589,0d:5h:09m:39.208 749s,Present Position - Latitude,0x1B05FC8
6590,0d:5h:09m:39.211 629s,Present Position - Longitude,0x8ED82FC9
6591,0d:5h:09m:39.214 509s,Ground Speed,0x807C80CA
6592,0d:5h:09m:39.217 389s,Pitch Angle,0x86CCC0D4
6593,0d:5h:09m:39.220 269s,Roll Angle,0x072E80D5
6594,0d:5h:09m:39.223 149s,Body Pitch Rate,0x9FF300D6
6595,0d:5h:09m:39.226 029s,Body Roll Rate,0x1FFB80D7
6596,0d:5h:09m:39.228 909s,Body Yaw Rate,0x800280D8
6597,0d:5h:09m:39.231 789s,Body Longitudinal Acceleration,0x137A00D9
6598,0d:5h:09m:39.234 669s,Body Lateral Acceleration,0x98C700DA
6599,0d:5h:09m:39.237 549s,Body Normal Acceleration,0x97F000DB
6600,0d:5h:09m:39.240 429s,Altitude (Inertial),0x004805F1
6601,0d:5h:09m:39.243 309s,Vertical Acceleration,0x17F000F4
6602,0d:5h:09m:39.246 189s,Inertial Vertical Velocity (EFI),0x1C7B00F5
6603,0d:5h:09m:39.249 069s,g,0x1F9F80F8
6604,0d:5h:09m:39.285 709s,Magnetic Heading,0x8D52000C
6605,0d:5h:09m:39.288 589s,Set Magnetic Heading,0x825C0023
6606,0d:5h:09m:39.291 469s,Body Pitch Acceleration,0x800D602A
6607,0d:5h:09m:39.294 349s,Body Roll Acceleration,0x0008602B
6608,0d:5h:09m:39.297 229s,Body Yaw Acceleration,0x8000802C
6609,0d:5h:09m:39.300 109s,Altitude Rate,0x1C6E008A
6610,0d:5h:09m:39.305 869s,Integrated Vertical Acceleration,0x83684DB5
6611,0d:5h:09m:39.308 749s,Present Position - Latitude,0x1B05FC8
6612,0d:5h:09m:39.311 629s,Present Position - Longitude,0x8ED82FC9
6613,0d:5h:09m:39.314 509s,Ground Speed,0x807C80CA
6614,0d:5h:09m:39.317 389s,Pitch Angle,0x86CB40D4
6615,0d:5h:09m:39.320 269s,Roll Angle,0x884040D5
6616,0d:5h:09m:39.323 149s,Body Pitch Rate,0x9FF300D6
6617,0d:5h:09m:39.326 029s,Body Roll Rate,0x1FFC00D7
6618,0d:5h:09m:39.328 909s,Body Yaw Rate,0x800280D8
6619,0d:5h:09m:39.331 789s,Body Longitudinal Acceleration,0x95C600D9
6620,0d:5h:09m:39.334 669s,Body Lateral Acceleration,0x998100DA
6621,0d:5h:09m:39.337 549s,Body Normal Acceleration,0x1DB300DB
6622,0d:5h:09m:39.340 429s,Altitude (Inertial),0x80476BF1
6623,0d:5h:09m:39.343 309s,Vertical Acceleration,0x9DB300F4
6624,0d:5h:09m:39.346 189s,Inertial Vertical Velocity (EFI),0x1C56A0F5
6625,0d:5h:09m:39.349 069s,g,0x9FA500F8
6626,0d:5h:09m:39.385 725s,Magnetic Heading,0x8018000C
6627,0d:5h:09m:39.388 605s,Set Magnetic Heading,0x825C0023
6628,0d:5h:09m:39.391 485s,Body Pitch Acceleration,0x800DA02A
6629,0d:5h:09m:39.394 365s,Body Roll Acceleration,0x8008802B
6630,0d:5h:09m:39.397 245s,Body Yaw Acceleration,0x8000202C
6631,0d:5h:09m:39.400 125s,Altitude Rate,0x1C4A008A
6632,0d:5h:09m:39.405 885s,Integrated Vertical Acceleration,0x037DEEB5
6633,0d:5h:09m:39.408 765s,Present Position - Latitude,0x1B05FC8
6634,0d:5h:09m:39.411 645s,Present Position - Longitude,0x8ED82FC9
6635,0d:5h:09m:39.414 525s,Ground Speed,0x807E00CA
6636,0d:5h:09m:39.417 405s,Pitch Angle,0x86BDC0D4
6637,0d:5h:09m:39.420 285s,Roll Angle,0x8899C0D5
6638,0d:5h:09m:39.423 165s,Body Pitch Rate,0x1FF400D6
6639,0d:5h:09m:39.426 045s,Body Roll Rate,0x1FFC00D7
6640,0d:5h:09m:39.428 925s,Body Yaw Rate,0x800280D8
6641,0d:5h:09m:39.431 805s,Body Longitudinal Acceleration,0x977900D9
6642,0d:5h:09m:39.434 685s,Body Lateral Acceleration,0x9AB700DA
6643,0d:5h:09m:39.437 565s,Body Normal Acceleration,0x82A200DB
6644,0d:5h:09m:39.440 445s,Altitude (Inertial),0x8046CAF1
6645,0d:5h:09m:39.443 325s,Vertical Acceleration,0x02A200F4
6646,0d:5h:09m:39.446 205s,Inertial Vertical Velocity (EFI),0x1C3220F5
6647,0d:5h:09m:39.449 085s,g,0x9FB580F8
6648,0d:5h:09m:39.485 709s,Magnetic Heading,0x0048400C
6649,0d:5h:09m:39.488 589s,Set Magnetic Heading,0x825C0023
6650,0d:5h:09m:39.491 469s,Body Pitch Acceleration,0x800E602A
6651,0d:5h:09m:39.494 349s,Body Roll Acceleration,0x0009802B
6652,0d:5h:09m:39.497 229s,Body Yaw Acceleration,0x1FFFE02C
6653,0d:5h:09m:39.500 109s,Altitude Rate,0x9C28008A
6654,0d:5h:09m:39.505 869s,Integrated Vertical Acceleration,0x839034B5
6655,0d:5h:09m:39.508 749s,Present Position - Latitude,0x1B05FC8
6656,0d:5h:09m:39.511 629s,Present Position - Longitude,0x8ED82FC9
6657,0d:5h:09m:39.514 509s,Ground Speed,0x807EA0CA
6658,0d:5h:09m:39.517 389s,Pitch Angle,0x06A8C0D4
6659,0d:5h:09m:39.520 269s,Roll Angle,0x8961C0D5
6660,0d:5h:09m:39.523 149s,Body Pitch Rate,0x9FF500D6
6661,0d:5h:09m:39.526 029s,Body Roll Rate,0x9FFC80D7
6662,0d:5h:09m:39.528 909s,Body Yaw Rate,0x800280D8
6663,0d:5h:09m:39.531 789s,Body Longitudinal Acceleration,0x17EE00D9
6664,0d:5h:09m:39.534 669s,Body Lateral Acceleration,0x9B1000DA
6665,0d:5h:09m:39.537 549s,Body Normal Acceleration,0x840D00DB
6666,0d:5h:09m:39.540 429s,Altitude (Inertial),0x80469FF1
6667,0d:5h:09m:39.543 309s,Vertical Acceleration,0x040D00F4
6668,0d:5h:09m:39.546 189s,Inertial Vertical Velocity (EFI),0x1C28C0F5
6669,0d:5h:09m:39.549 069s,g,0x9FB580F8
6670,0d:5h:09m:39.585 709s,Magnetic Heading,0x8065000C
6671,0d:5h:09m:39.588 589s,Set Magnetic Heading,0x825C0023
6672,0d:5h:09m:39.591 469s,Body Pitch Acceleration,0x000F602A
6673,0d:5h:09m:39.594 349s,Body Roll Acceleration,0x0008602B
6674,0d:5h:09m:39.597 229s,Body Yaw Acceleration,0x0000002C
6675,0d:5h:09m:39.600 109s,Altitude Rate,0x1C10008A
6676,0d:5h:09m:39.605 869s,Integrated Vertical Acceleration,0x039CFFB5
6677,0d:5h:09m:39.608 749s,Present Position - Latitude,0x1B05FC8
6678,0d:5h:09m:39.611 629s,Present Position - Longitude,0x8ED82FC9
6679,0d:5h:09m:39.614 509s,Ground Speed,0x008000CA
6680,0d:5h:09m:39.617 389s,Pitch Angle,0x068B80D4
6681,0d:5h:09m:39.620 269s,Roll Angle,0x8A1140D5
6682,0d:5h:09m:39.623 149s,Body Pitch Rate,0x1FF580D6
6683,0d:5h:09m:39.626 029s,Body Roll Rate,0x9FFD00D7
6684,0d:5h:09m:39.628 909s,Body Yaw Rate,0x800280D8
6685,0d:5h:09m:39.631 789s,Body Longitudinal Acceleration,0x195B00D9
6686,0d:5h:09m:39.634 669s,Body Lateral Acceleration,0x9B3700DA
6687,0d:5h:09m:39.637 549s,Body Normal Acceleration,0x088E00DB
6688,0d:5h:09m:39.640 429s,Altitude (Inertial),0x8045F9F1
6689,0d:5h:09m:39.643 309s,Vertical Acceleration,0x888E00F4
